,player_name,school,conference,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,2PM,2PA,2P_per,3PM,3PA,3P_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,rec-rk,ast/tov,rimmade,rimmade + rimmiss,midmade,midmade + midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+mismiss),dunksmade,dunksmiss + dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,pos
8077,O.J. Mayo,USC,P10,33,91.1,106.1,30.5,52.4,56.23,3.9,10.2,21.4,19.0,122,152,0.803,149,321,0.464,88,215,0.40900000000000003,1.1,2.5,28.4,Fr,6-4,,5.27707,126.497,2.6,2008,4054,all,99.8,0.9316034200000001,,,,,,,,,,3.0,96.1415,90.0708,4.63814,220.731,6.89896,5.05889,1.84007,7.94546,36.8485,5.86369,2.08176,1.0606,3.4848,4.5455,3.303,1.5455,0.39390000000000003,20.7273,
8135,Mike Scott,Virginia,ACC,32,77.7,115.0,29.8,57.1,62.0,9.7,24.0,10.7,14.8,139,172,0.808,209,362,0.577,6,20,0.30000000000000004,1.8,1.4,45.0,Sr,6-8,23,5.25359,133.035,2.2,2012,4079,all,26.8,0.55220175,73.0,101.0,136.0,260.0,0.7228,0.5231,10.0,11.0,0.9091,43.0,86.3756,83.8789,4.58281,193.92,5.98597,3.33859,2.64738,9.68678,31.2188,7.31393,2.37285,2.1875,6.0938,8.2812,1.1562000000000001,0.6562,0.46880000000000005,17.9688,PF/C
8291,Norris Cole,Cleveland St.,Horz,34,90.2,112.9,32.8,47.0,54.83,2.5,16.7,38.0,14.3,221,259,0.853,189,407,0.464,46,142,0.324,0.30000000000000004,3.7,47.2,Sr,6-2,30,6.04041,133.163,2.8,2011,4149,all,,1.94738903,114.0,181.0,75.0,226.0,0.6298,0.33190000000000003,6.0,8.0,0.75,28.0,93.3699,91.3968,4.44932,258.227,9.55658,6.991070000000001,2.56551,10.1645,36.0882,6.90038,3.26417,0.7647,5.1176,5.8824000000000005,5.4412,2.1765,0.0882,21.6765,Scoring PG
8390,Festus Ezeli,Vanderbilt,SEC,26,41.4,99.2,25.7,53.9,56.7,13.0,17.4,2.9,22.7,84,139,0.604,89,165,0.539,0,0,0.0,9.0,1.1,84.2,Sr,6-11,3,2.31139,113.208,5.4,2012,4250,all,77.0,0.13793259,78.0,106.0,11.0,59.0,0.7358,0.1864,31.0,32.0,0.9688,30.0,94.3157,88.3681,3.04194,125.658,3.1396100000000002,-0.7683989999999999,3.90801,2.71148,23.1923,-0.116285,2.82777,2.3846,3.5385,5.9231,0.30770000000000003,0.42310000000000003,2.0,10.0769,C
8479,Markieff Morris,Kansas,B12,38,60.7,118.0,25.2,62.7,64.16,13.9,24.7,11.0,19.0,103,153,0.673,170,272,0.625,25,59,0.424,4.9,1.9,46.2,Jr,6-10,21,3.81565,130.2,4.7,2011,4369,all,76.6,0.67947974,128.0,168.0,42.0,104.0,0.7619,0.4038,47.0,50.0,0.9400000000000001,13.0,87.4686,82.7681,3.7217700000000002,223.462,10.6049,5.65606,4.94879,9.37206,24.3684,6.16321,3.20885,2.7105,5.6053,8.3158,1.3947,0.7895000000000001,1.1316,13.6316,PF/C
8498,Kevin Murphy,Tennessee Tech,OVC,31,85.8,102.1,30.5,51.3,54.3,3.1,15.6,17.0,18.6,113,159,0.711,148,330,0.448,76,181,0.42,0.7000000000000001,1.4,31.1,Sr,6-6,55,3.4083,112.955,2.5,2012,4375,all,41.6,0.69232142,60.0,93.0,88.0,237.0,0.6452,0.3713,20.0,21.0,0.9524,47.0,104.766,105.379,2.49845,185.739,-0.608598,1.07484,-1.68344,1.05513,34.6129,3.13577,-2.08064,0.871,4.4516,5.3225999999999996,2.3226,0.8065,0.2258,20.5484,Wing G
8593,Damian Lillard,Weber St.,BSky,30,87.2,122.3,32.3,54.5,62.11,1.9,14.1,28.0,12.0,215,243,0.885,129,256,0.504,86,217,0.396,0.7000000000000001,2.5,51.4,Jr,6-2,1,6.50902,138.152,2.3,2012,4509,all,57.4,1.78260869,98.0,169.0,31.0,87.0,0.5799000000000001,0.3563,13.0,17.0,0.7647,6.0,101.836,103.535,2.75997,200.205,8.16164,8.79872,-0.6370819999999999,9.76622,35.3,9.05933,0.706884,0.5333,4.2667,4.8,4.1,1.5,0.2333,24.3667,Scoring PG
8738,Kris Joseph,Syracuse,BE,37,80.3,110.6,21.3,48.6,53.38,5.5,10.8,8.7,13.2,117,157,0.745,113,242,0.467,51,148,0.34500000000000003,2.2,2.6,40.3,Sr,6-7,32,3.74468,117.959,2.1,2012,4748,all,88.6,1.01816344,79.0,112.0,34.0,130.0,0.7054,0.2615,25.0,28.0,0.8929,51.0,95.3043,90.5505,3.98841,206.146,5.58127,4.05379,1.5274800000000002,5.36668,32.2162,3.98569,1.3809900000000002,1.5135,3.1892,4.7027,1.5135,1.3514,0.6216,13.4054,Wing G
8812,Magnum Rolle,Louisiana Tech,WAC,34,72.7,108.0,24.1,51.4,54.14,13.3,18.3,5.9,15.7,93,141,0.66,189,368,0.514,0,0,0.0,7.0,1.5,38.3,Sr,6-11,15,2.87189,112.16,3.7,2010,4861,all,96.8,0.41789301,121.0,193.0,68.0,175.0,0.6269,0.3886,35.0,36.0,0.9722000000000001,51.0,97.3005,95.1309,3.25807,218.895,3.08677,0.0956688,2.99111,2.66439,30.147100000000002,1.6715,0.992891,3.5294,4.8824000000000005,8.4118,0.8235,0.7647,2.0882,13.8529,C
8871,Malcolm Lee,UCLA,P10,33,79.5,110.4,19.5,49.7,55.31,2.6,7.8,12.9,15.3,112,144,0.778,102,191,0.534,39,132,0.295,0.6000000000000001,1.2,44.6,Jr,6-5,3,3.33702,114.292,2.9,2011,5037,all,93.6,1.21815557,81.0,117.0,21.0,74.0,0.6923,0.2838,8.0,10.0,0.8,43.0,103.225,97.7746,3.31286,154.561,3.37672,3.00375,0.372973,2.5125200000000003,33.1212,1.7397200000000002,0.772795,0.6970000000000001,2.3636,3.0606,2.0303,0.6364000000000001,0.2121,13.1212,Wing G
8918,Terrico White,Mississippi,SEC,35,77.7,111.4,22.4,49.8,52.63,5.3,9.9,9.1,10.7,85,119,0.714,131,269,0.487,61,178,0.343,0.6000000000000001,1.6,26.6,So,6-5,24,3.73323,119.131,2.2,2010,5069,all,75.6,1.10633701,51.0,85.0,80.0,183.0,0.6000000000000001,0.43720000000000003,14.0,17.0,0.8235,36.0,102.774,98.5941,3.00917,177.929,3.25796,3.93788,-0.6799189999999999,3.9374000000000002,31.5143,4.12324,-0.18584399999999998,1.5714000000000001,3.0,4.5714,1.4857,0.8857,0.2,15.1429,Wing G
9019,Marcus Denmon,Missouri,B12,35,86.3,126.9,22.0,57.4,62.07,3.9,13.8,11.5,9.3,120,134,0.896,101,192,0.526,99,243,0.40700000000000003,0.1,2.7,30.8,Sr,6-3,12,6.02077,134.633,1.1,2012,5174,all,76.4,1.80493435,79.0,123.0,22.0,69.0,0.6423,0.31880000000000003,6.0,7.0,0.8571000000000001,59.0,99.9317,96.8762,3.52884,216.003,8.64862,8.47946,0.169159,9.21221,34.6286,8.58587,0.626344,1.0,4.0286,5.0286,2.1143,1.5429,0.0286,17.6857,Wing G
9026,Justin Hamilton,LSU,SEC,33,73.9,110.0,22.6,49.8,55.31,11.8,15.3,7.0,15.4,107,137,0.781,155,308,0.503,3,12,0.25,4.7,1.5,42.8,Jr,6-11,41,3.37162,117.228,3.4,2012,5176,all,61.4,0.52631273,77.0,124.0,78.0,184.0,0.621,0.4239,17.0,20.0,0.85,45.0,95.9733,92.0368,3.55721,183.233,5.58938,2.08251,3.50687,5.37876,30.0,3.49974,1.8790200000000001,3.303,3.9091,7.2121,0.9091,0.7576,1.303,12.9091,C
9179,Nikola Vucevic,USC,P10,34,87.0,115.9,25.1,53.9,57.8,9.8,25.6,11.0,12.1,123,163,0.755,186,343,0.542,29,83,0.34900000000000003,4.4,0.9,38.3,Jr,6-10,5,5.23004,128.258,3.2,2011,5408,all,44.0,0.93100417,97.0,138.0,89.0,205.0,0.7029000000000001,0.43410000000000004,20.0,24.0,0.8333,16.0,93.3056,88.3293,4.65874,244.636,8.27907,4.1751,4.10397,8.82136,34.9118,6.33822,2.48314,2.8529,7.4412,10.2941,1.5882,0.5294,1.3824,17.1176,PF/C
9185,Jrue Holiday,UCLA,P10,35,67.6,107.2,20.5,50.4,53.15,6.0,11.8,23.8,23.4,45,62,0.726,85,161,0.528,27,88,0.307,2.1,3.5,24.9,Fr,6-3,,2.69889,113.024,3.2,2009,5415,all,99.6,1.71995891,,,,,,,,,,17.0,95.4139,90.0492,3.39905,183.665,8.33521,4.49208,3.84313,6.8971,27.1429,3.38213,3.51497,1.2570999999999999,2.5143,3.7714,3.6857,1.5714000000000001,0.5143,8.4571,
9188,DeMar DeRozan,USC,P10,35,82.8,108.2,22.3,53.1,55.51,9.3,11.6,9.6,17.1,95,147,0.646,186,331,0.562,6,36,0.167,1.2,1.6,40.1,Fr,6-7,,3.64464,115.966,2.5,2009,5417,all,99.0,0.69861438,,,,,,,,,,9.0,99.6449,91.3877,4.01033,189.502,4.60647,3.24057,1.3659,5.13063,33.3714,3.58689,1.5437400000000001,2.4,3.3429,5.7429,1.4571,0.8857,0.3714,13.8571,
9271,Greg Monroe,Georgetown,BE,34,85.6,106.8,27.5,53.4,56.68,8.6,25.2,22.4,20.8,138,209,0.66,195,358,0.545,7,27,0.259,4.9,2.2,54.3,So,6-11,10,4.66555,123.778,3.0,2010,5531,all,98.6,1.14286144,154.0,238.0,33.0,102.0,0.6471,0.3235,21.0,22.0,0.9545,7.0,93.1304,86.8378,4.7123,266.081,8.07504,3.30906,4.76598,7.86202,34.2353,4.54337,3.31865,2.1765,7.4706,9.6471,3.7647,1.2353,1.5293999999999999,16.147100000000002,PF/C
9322,Al-Farouq Aminu,Wake Forest,ACC,31,76.4,101.8,27.8,47.1,52.4,14.6,20.5,9.1,20.6,139,199,0.6980000000000001,149,308,0.484,18,66,0.273,4.5,2.6,53.2,So,6-9,1,3.55131,118.004,3.8,2010,5612,all,98.4,0.41415375,112.0,173.0,37.0,135.0,0.6474000000000001,0.2741,46.0,48.0,0.9583,8.0,90.2827,85.7956,4.31568,237.061,6.58915,2.73041,3.85874,6.42958,31.2903,4.27468,2.15491,4.2903,6.4193999999999996,10.7097,1.3226,1.4194,1.4194,15.8387,PF/C
9528,Paul George,Fresno St.,WAC,28,72.6,105.6,27.3,51.0,57.22,6.8,18.6,22.6,20.8,110,122,0.902,92,188,0.489,58,163,0.356,3.0,3.9,34.8,So,6-8,24,3.6053,115.82,3.5,2010,5903,all,61.6,0.96627442,70.0,106.0,22.0,82.0,0.6604,0.26830000000000004,18.0,22.0,0.8182,10.0,94.6435,92.7156,3.89014,210.186,6.6848600000000005,3.41633,3.26852,6.74572,33.1786,4.41774,2.32799,1.9286,5.2857,7.2143,3.0714,2.1429,0.8571000000000001,16.7143,Wing F
9677,Luke Babbitt,Nevada,WAC,33,93.2,120.4,26.0,54.0,61.23,6.5,19.1,10.9,13.9,195,212,0.92,203,393,0.517,42,100,0.42,1.9,1.5,43.0,So,6-9,5,5.92246,130.308,2.7,2010,6121,all,96.6,0.88608553,72.0,115.0,131.0,278.0,0.6261,0.4712,12.0,12.0,1.0,16.0,103.76,99.6456,3.47298,246.614,4.8202,4.59114,0.22905199999999998,7.07878,37.5455,6.5104500000000005,0.5683309999999999,2.0606,6.8182,8.8788,2.1212,1.0,0.7879,22.0303,Wing F
10043,Gordon Hayward,Butler,Horz,37,81.2,113.3,24.4,52.7,60.13,7.6,23.4,12.1,17.5,179,216,0.8290000000000001,126,213,0.592,47,160,0.294,2.8,2.0,57.9,So,6-9,20,4.5571,123.856,2.5,2010,6696,all,,0.72942144,89.0,128.0,34.0,77.0,0.6953,0.44160000000000005,19.0,20.0,0.9500000000000001,9.0,88.9765,84.8713,4.82144,258.749,8.61275,3.93352,4.67922,8.956620000000001,33.4865,5.68736,3.26926,1.9459,6.2973,8.2432,1.6757,1.0811,0.8108000000000001,15.4595,Stretch 4
10050,Shelvin Mack,Butler,Horz,37,79.4,107.1,27.9,49.0,53.25,2.7,14.3,25.1,16.9,120,156,0.769,107,237,0.451,85,242,0.35100000000000003,0.30000000000000004,1.4,32.6,Jr,6-3,1,4.02315,121.432,2.2,2011,6698,all,41.4,1.41756451,59.0,95.0,48.0,142.0,0.6211,0.338,2.0,2.0,1.0,34.0,100.157,96.6054,3.34166,195.04,5.48578,4.54418,0.941604,6.33506,32.1892,5.59095,0.744108,0.7297,3.7568,4.4865,3.4865,0.7297,0.0811,15.9189,Combo G
10141,Ed Davis,North Carolina,ACC,23,43.0,112.0,21.5,57.8,60.66,10.8,24.2,6.8,18.3,87,132,0.659,111,192,0.578,0,0,0.0,9.5,0.9,68.8,So,6-10,32,3.20793,117.857,2.6,2010,6808,all,98.2,0.47825000000000006,42.0,50.0,61.0,132.0,0.84,0.4621,26.0,27.0,0.963,13.0,92.5656,87.8784,3.71526,160.882,7.56537,1.89527,5.6701,6.81338,27.8696,3.6207700000000003,3.19261,2.8696,6.6957,9.5652,0.9565,0.4348,2.7826,13.4348,C
10213,Reggie Jackson,Boston College,ACC,34,85.4,120.5,27.2,58.5,61.79,3.9,11.3,29.7,16.0,109,137,0.796,148,266,0.556,71,169,0.42,1.7000000000000002,1.9,31.5,Jr,6-3,0,6.25729,137.736,2.0,2011,6923,all,82.4,1.87651111,99.0,150.0,49.0,116.0,0.66,0.4224,25.0,25.0,1.0,24.0,108.416,103.775,2.74324,187.742,7.80425,7.60689,0.19736199999999998,9.35972,34.1471,8.68046,0.679261,1.0294,3.2647,4.2941,4.4706,1.0588,0.5294,18.1765,Scoring PG
10228,Tyler Zeller,North Carolina,ACC,38,70.2,121.2,24.4,55.3,61.56,14.1,20.2,6.3,15.3,181,224,0.808,220,398,0.553,0,0,0.0,5.3,1.7000000000000002,56.3,Sr,7-0,44,4.78484,133.481,3.8,2012,6927,all,97.0,0.49315494,89.0,131.0,131.0,267.0,0.6794,0.49060000000000004,32.0,34.0,0.9412,17.0,88.5932,84.3171,4.09334,257.763,10.0044,5.44846,4.55591,9.91323,28.1579,6.60917,3.30406,3.8421000000000003,5.7632,9.6053,0.9474,0.8947,1.5263,16.3421,C
10373,Iman Shumpert,Georgia Tech,ACC,31,79.4,107.1,28.7,45.4,51.72,5.8,16.4,25.7,14.6,141,175,0.806,135,285,0.47400000000000003,42,151,0.278,0.7000000000000001,5.0,40.1,Jr,6-5,1,4.23152,123.342,3.5,2011,7189,all,95.6,1.5000000999999998,79.0,114.0,56.0,171.0,0.6930000000000001,0.3275,19.0,25.0,0.76,17.0,91.788,88.6926,4.21159,225.934,8.39649,5.09881,3.29768,9.1732,32.0,5.2283,3.9449,1.7419,4.1935,5.9355,3.4839,2.7419000000000002,0.1935,17.3226,Combo G
10376,Chris Singleton,Florida St.,ACC,28,59.6,102.7,23.6,49.5,53.06,8.2,17.0,8.9,18.2,84,126,0.667,89,191,0.466,35,95,0.368,5.9,3.9,44.1,Jr,6-9,31,2.6114800000000002,110.93,4.4,2011,7190,all,96.8,0.54098959,47.0,79.0,42.0,111.0,0.5949,0.3784,19.0,22.0,0.8636,18.0,83.4244,80.083,4.7045200000000005,205.469,8.62793,2.09894,6.52899,8.26476,29.0714,2.98325,5.28151,2.0714,4.75,6.8214,1.1786,1.9643000000000002,1.4643000000000002,13.1071,Stretch 4
10400,Josh Harrellson,Kentucky,SEC,38,71.0,131.3,13.7,61.5,61.59,15.2,18.9,5.1,11.3,33,56,0.589,125,198,0.631,2,10,0.2,5.2,2.0,26.9,Sr,6-10,55,4.03258,125.838,3.4,2011,7227,all,46.2,1.07152549,101.0,128.0,24.0,70.0,0.7891,0.34290000000000004,18.0,19.0,0.9474,45.0,91.5978,86.3839,3.99637,234.113,10.4143,5.62008,4.7942,7.83255,28.5,4.69384,3.13871,3.6842,4.9737,8.6579,0.7895000000000001,0.9211,1.5,7.6053,C
10403,DeAndre Liggins,Kentucky,SEC,38,78.8,106.5,15.9,49.2,52.25,2.2,11.8,14.2,17.3,68,105,0.648,76,172,0.442,36,92,0.391,2.3,2.3,39.8,Jr,6-6,34,2.24478,105.463,3.1,2011,7228,all,93.4,1.74540555,42.0,73.0,34.0,99.0,0.5753,0.34340000000000004,6.0,8.0,0.75,53.0,95.8686,90.4115,3.99153,220.706,6.25092,2.90719,3.34373,4.90757,31.6053,1.1657,3.74188,0.5789000000000001,3.4474,4.0263,2.5263,1.2105000000000001,0.7368,8.6316,Wing G
10407,Darius Miller,Kentucky,SEC,40,65.2,117.9,18.6,56.6,59.29,4.3,7.3,14.3,17.8,55,69,0.797,87,153,0.5690000000000001,56,149,0.376,1.2,1.9,22.8,Sr,6-8,1,3.36832,121.576,3.3,2012,7229,all,83.8,1.41379302,36.0,49.0,51.0,104.0,0.7347,0.4904,9.0,10.0,0.9,46.0,96.5786,91.8848,3.11829,159.011,7.40894,6.30998,1.09896,6.83073,26.075,4.49389,2.33683,0.9,1.85,2.75,2.05,0.8250000000000001,0.325,9.925,Wing F
10560,Willie Warren,Oklahoma,B12,21,53.6,101.7,29.6,50.0,56.73,2.4,9.6,28.2,23.6,101,127,0.795,76,145,0.524,30,97,0.309,0.2,1.8,52.5,So,6-4,13,3.65144,117.88,2.9,2010,7409,all,98.0,1.07499674,49.0,84.0,27.0,61.0,0.5833,0.44260000000000005,1.0,2.0,0.5,54.0,109.865,105.003,2.35241,105.325,1.9671600000000002,3.238,-1.27084,2.6754100000000003,31.9048,3.15863,-0.48322299999999996,0.6667000000000001,2.6189999999999998,3.2857,4.0952,1.0,0.0476,16.3333,Scoring PG
11021,Andrew Nicholson,St. Bonaventure,A10,32,74.3,116.7,28.1,60.1,63.77,11.2,22.8,9.4,18.1,128,165,0.776,197,332,0.593,23,53,0.434,7.3,1.3,42.9,Sr,6-9,44,4.86049,131.488,3.7,2012,8064,all,10.6,0.41248002,109.0,151.0,88.0,181.0,0.7219,0.4862,33.0,36.0,0.9167000000000001,19.0,93.7441,91.5303,3.59007,207.66,8.05175,4.51105,3.54069,9.51839,30.0625,7.33232,2.18607,2.5938,5.8125,8.4062,1.0312,0.6562,1.9687999999999999,18.4688,PF/C
11075,Trey Thompkins,Georgia,SEC,28,56.4,95.5,25.9,48.7,51.5,8.7,22.0,7.5,20.5,53,73,0.726,101,223,0.453,33,86,0.384,4.2,2.1,23.6,Fr,6-10,,1.95987,106.214,2.6,2009,8201,all,85.0,0.32351972,,,,,,,,,,37.0,93.6352,89.6247,3.27211,170.007,1.2902200000000001,-0.999177,2.2894,1.97154,25.9643,1.4773,0.49423599999999995,2.0714,5.2857,7.3571,0.7857000000000001,0.9643,1.1071,12.642900000000001,
11089,Travis Leslie,Georgia,SEC,33,78.7,114.0,24.8,51.0,56.05,12.2,13.6,20.6,16.7,109,136,0.801,164,317,0.517,13,43,0.302,2.0,2.3,37.8,Jr,6-4,1,4.41856,125.394,2.4,2011,8206,all,79.2,1.36620961,119.0,173.0,45.0,144.0,0.6879000000000001,0.3125,43.0,47.0,0.9149,47.0,97.1049,93.3879,3.66211,192.479,8.53735,5.895490000000001,2.6418600000000003,8.409510000000001,32.1818,6.57447,1.83505,3.2121,3.9697,7.1818,2.9394,1.2121,0.6061000000000001,14.4242,Wing G
11093,Jeffery Taylor,Vanderbilt,SEC,36,79.5,111.6,25.6,57.0,58.03,8.4,12.1,12.6,16.1,95,157,0.605,144,270,0.533,66,156,0.423,1.4,2.4,36.9,Sr,6-7,44,4.51338,125.241,2.3,2012,8208,all,90.6,0.7848158900000001,110.0,162.0,34.0,108.0,0.679,0.3148,24.0,24.0,1.0,31.0,98.1097,92.6213,3.72256,208.04,8.41556,6.21256,2.20301,7.53626,32.1389,6.08077,1.4554900000000002,2.1389,3.4167,5.5556,1.7222,1.2778,0.4444,16.1389,Wing G
11223,Miles Plumlee,Duke,ACC,34,50.9,117.3,17.6,61.0,62.05,16.6,22.7,5.1,20.0,48,76,0.632,89,146,0.61,0,0,0.0,4.2,1.5,52.1,Sr,6-10,21,2.45494,119.113,4.5,2012,8402,all,89.8,0.42855988,65.0,91.0,24.0,55.0,0.7143,0.4364,26.0,31.0,0.8387,26.0,94.9681,89.8214,2.5794,152.76,6.31222,3.27953,3.03269,5.34687,20.5,3.6700600000000003,1.6768100000000001,2.9118,4.2059,7.1176,0.5294,0.5294,0.9412,6.6471,C
11501,Isaiah Thomas,Washington,P10,35,79.1,114.3,27.2,51.7,56.25,2.5,9.5,32.7,19.0,151,210,0.719,128,250,0.512,60,172,0.34900000000000003,0.2,2.3,49.8,Jr,5-9,2,5.04539,130.894,2.7,2011,8712,all,57.6,2.0480918,85.0,126.0,43.0,124.0,0.6746,0.3468,1.0,3.0,0.33330000000000004,60.0,99.5797,94.9239,3.51267,197.365,6.44643,6.24487,0.201557,7.19152,31.8571,5.9993,1.19221,0.7429,2.7714,3.5143,6.0857,1.3429,0.057100000000000005,16.7714,Scoring PG
11512,Klay Thompson,Washington St.,P10,34,83.0,107.6,31.9,52.5,57.37,2.6,14.0,25.0,17.8,155,185,0.838,142,305,0.466,98,246,0.398,3.1,2.8,33.6,Jr,6-6,1,5.10318,127.806,3.4,2011,8716,all,91.8,1.10433421,66.0,110.0,76.0,195.0,0.6000000000000001,0.38970000000000005,8.0,8.0,1.0,11.0,95.6906,90.6275,4.32507,240.14,8.36157,5.57491,2.78666,9.38485,34.6765,6.81102,2.57382,0.7353000000000001,4.5,5.2353,3.7353,1.6471,0.9412,21.5588,Combo G
11550,Kyle O'Quinn,Norfolk St.,MEAC,34,77.2,113.8,25.0,59.6,63.0,11.6,25.0,11.2,19.5,150,213,0.704,187,301,0.621,6,28,0.214,9.1,1.1,64.7,Sr,6-10,10,3.519,117.174,4.1,2012,8774,all,,0.56181236,140.0,187.0,47.0,114.0,0.7487,0.4123,38.0,38.0,1.0,49.0,91.3461,93.0869,3.56579,255.631,6.66757,1.93795,4.72962,5.50635,31.2353,3.33678,2.16957,3.0294,7.0882,10.1176,1.4706000000000001,0.5882000000000001,2.7059,15.9412,C
11571,Marcus Morris,Kansas,B12,38,70.6,122.3,25.9,60.1,62.51,11.5,19.0,11.4,13.7,148,215,0.6880000000000001,214,345,0.62,26,76,0.342,2.4,1.7000000000000002,51.1,Jr,6-9,22,5.01736,136.159,3.6,2011,8822,all,77.6,0.92536297,114.0,147.0,100.0,198.0,0.7755000000000001,0.5051,31.0,33.0,0.9394,14.0,91.705,86.7767,3.93206,223.432,9.65942,6.81335,2.84607,9.94358,28.3158,7.5064,2.43718,2.6053,5.0263,7.6316,1.6316000000000002,0.8421000000000001,0.6316,17.2105,PF/C
11581,Draymond Green,Michigan St.,B10,37,82.8,107.3,28.2,50.4,54.22,8.2,28.5,24.2,19.7,125,173,0.723,160,338,0.47300000000000003,52,134,0.388,3.4,2.7,36.7,Sr,6-7,23,4.64124,124.752,3.4,2012,8827,all,86.4,1.25893629,101.0,165.0,59.0,173.0,0.6121,0.341,13.0,14.0,0.9286000000000001,35.0,83.1827,77.9306,5.56188,304.211,11.3117,4.6544,6.65732,11.033,33.2162,5.98404,5.04892,2.1351,8.4865,10.6216,3.8108,1.4595,0.973,16.2432,Stretch 4
11679,Quincy Acy,Baylor,B12,37,74.6,116.7,19.2,57.1,62.87,10.7,18.6,6.5,19.9,132,170,0.776,145,257,0.5640000000000001,3,5,0.6000000000000001,6.5,1.8,64.9,Sr,6-7,4,3.73017,120.367,4.2,2012,9007,all,60.8,0.52113189,109.0,149.0,36.0,108.0,0.7315,0.33330000000000004,62.0,69.0,0.8986000000000001,37.0,94.3303,89.5366,3.81235,233.362,8.23581,3.5577300000000003,4.67808,5.96114,29.9459,3.12705,2.83409,2.5946,4.8649000000000004,7.4595,1.0,0.9189,1.8108,11.6486,PF/C
11747,Kemba Walker,Connecticut,BE,41,92.4,117.8,31.5,47.8,54.3,3.9,11.5,28.0,11.8,258,315,0.8190000000000001,241,512,0.47100000000000003,75,227,0.33,0.5,3.1,42.6,Jr,6-1,15,7.49948,143.405,1.5,2011,9075,all,97.8,1.9784861,115.0,196.0,126.0,316.0,0.5867,0.3987,3.0,3.0,1.0,9.0,97.6871,91.1048,4.59401,280.051,11.104,9.07703,2.02696,12.3485,37.6341,9.21951,3.12896,1.2927,4.1463,5.439,4.4878,1.8780000000000001,0.17070000000000002,23.5366,Scoring PG
11885,Jimmy Butler,Marquette,BE,37,86.3,122.0,21.2,51.6,58.67,8.2,12.0,13.2,11.6,188,240,0.783,167,324,0.515,20,58,0.34500000000000003,1.1,2.4,62.8,Sr,6-6,33,5.34463,129.53,1.5,2011,9284,all,,1.59253177,106.0,158.0,61.0,166.0,0.6709,0.3675,17.0,17.0,1.0,30.0,101.483,95.5339,3.76171,229.305,8.14842,6.26759,1.88083,8.54764,34.6486,6.89473,1.65292,2.4324,3.6486,6.0811,2.3243,1.4324,0.3514,15.7297,Wing G
12015,Tyreke Evans,Memphis,CUSA,37,72.2,101.8,33.0,48.9,52.92,5.0,15.3,30.0,21.8,138,194,0.711,196,381,0.514,34,124,0.274,2.8,4.2,38.4,Fr,6-6,,3.78458,122.038,3.3,2009,9524,all,99.2,1.07519617,,,,,,,,,,4.0,82.1427,79.0978,4.72624,250.295,10.0383,3.86939,6.16888,9.82061,28.973,4.86821,4.95241,1.2703,4.0811,5.3514,3.8649,2.0811,0.7838,17.0811,
12136,Kim English,Missouri,B12,35,83.6,120.8,18.9,64.0,65.84,3.4,11.9,8.6,16.0,87,120,0.725,93,158,0.589,78,170,0.459,0.9,2.3,36.6,Sr,6-6,24,4.48006,122.944,2.8,2012,9696,all,74.8,0.94916057,53.0,69.0,40.0,89.0,0.7681,0.4494,0.0,1.0,0.0,44.0,100.87,97.7854,3.31557,201.059,7.17425,6.4108,0.7634489999999999,6.17018,33.5714,5.5215700000000005,0.648612,0.8571000000000001,3.3714,4.2286,1.6,1.2857,0.2857,14.4857,Wing G
12157,Devin Ebanks,West Virginia,BE,34,75.1,108.5,20.6,46.2,52.69,9.5,18.0,14.7,19.4,117,152,0.77,141,285,0.495,3,30,0.1,2.2,1.9,48.3,So,6-9,3,3.7097800000000003,116.389,1.9,2010,9704,all,91.2,1.10666851,90.0,136.0,51.0,149.0,0.6618,0.3423,10.0,10.0,1.0,43.0,95.485,87.1729,4.57632,222.548,7.22896,3.22495,4.00401,6.42393,34.1471,3.78181,2.64213,2.9118,5.1765,8.0882,2.4412000000000003,1.0588,0.6765,12.0,Wing F
12439,Andy Rautins,Syracuse,BE,35,81.2,115.1,18.7,60.3,63.19,2.0,8.8,23.9,25.6,66,81,0.8150000000000001,32,56,0.5710000000000001,98,241,0.40700000000000003,0.8,3.4,27.3,Sr,6-4,1,3.6421200000000002,116.814,2.7,2010,10094,all,,1.74489297,14.0,24.0,16.0,30.0,0.5833,0.5333,1.0,1.0,1.0,38.0,95.4256,89.4601,4.17588,216.229,7.61244,6.0016,1.61084,7.32451,32.4857,4.40021,2.9243,0.5143,2.8571,3.3714,4.8857,1.9714,0.2286,12.1143,Scoring PG
